name,voteCount,rating,address,cusine,cost,timing
IFC Adda,Cuisines:,-,"Shop 235, Bridge 4, Tiljala Road, Near Park Circle, Picnic Garden, Kolkata",Bengali,₹200,4pm – 11pm (Mon-Sun)
HelloRaw,Cuisines:,-,"31A, S.P Mukherjee Road, Bhawanipur, Kolkata",Bengali,₹600,9am – 9pm (Mon-Sun)
Saila Sweets,Cuisines:,-,"5, Jatin Bagchi Road, Southern Avenue, Kolkata","North Indian, Street Food, Beverages",₹150,8am – 10pm (Mon-Sun)
Waiter on Wheels,Cuisines:,-,"157, Dover Terrace, Gariahat, Kolkata","North Indian, Street Food, Beverages",₹350,12noon – 9pm (Mon-Sun)
The Eat & Treat,6 votes,3.0,"12/1A/242, Chowbagha Road, Bidhan Nagar, Tiljala, Ward 107, Ruby Hospital Area, Kolkata",South Indian,₹300,8am – 1am (Mon-Sun)
Aahar,Cuisines:,-,"247, DPS Road, Tollygunge, Kolkata",South Indian,₹300,11am – 11pm (Mon-Sun)
Orchid,18 votes,3.3,"40D/H/7/2, Kankurgachi, Kolkata","North Indian, Chinese, Mughlai",₹300,12noon – 10:30pm (Mon-Sun)
Thristy,Cuisines:,-,"32, 2nd Floor, Avani Riverside Mall, Jagat Banerjee Ghat Road, Shibpur, Howrah","North Indian, Chinese, Mughlai",₹100,11am – 10pm (Mon-Sun)
Burger in Law,Cuisines:,,"Shop 26, Plot 13-16, CS Dag 145-147, Khatian 72-73, Chanditala Main Road, Behala, Kolkata",Street Food,₹500,
Foochka Corner,Cuisines:,-,"36, Lake East 3rd Road, Santoshpur, Kolkata",Street Food,₹150,11am – 11pm (Mon-Sun)
Kitchen 24,11 votes,3.2,"23, Rai Charan Ghosh Lane, Picnic Garden, Kolkata","Chinese, Biryani, Rolls",₹250,12noon – 4am (Mon-Sun)
Snackopedia,10 votes,3.2,"4/70, Bijoygarh, Pallisree More, Tollygunge, Kolkata","Chinese, Biryani, Rolls",₹300,4pm – 11pm (Mon-Sun)
Biryani By The Way,4 votes,3.1,"Ward 66 2/1, Chowbaga Road, Picnic Garden, Kolkata",Chinese,₹350,11am – 4am (Mon-Sun)
Mishra Misthi,Cuisines:,-,"171/14/10, Picnic Garden Road, Picnic Garden, Kolkata",Chinese,₹100,7am – 10pm (Mon-Sun)
Story Of Foods,Cuisines:,-,"127-H, Maniktala Main Road, Ghosh Bagan, Kankurgachi, Kolkata",Biryani,₹350,8am – 11pm (Mon-Sun)
John's Bakery,Cuisines:,-,"6-D, Second Sura Lane, Kadapara, Kankurgachi, Kolkata",Biryani,₹200,8:30am – 11:30pm (Mon-Sun)
Open Oven Bakery,7 votes,3.4,"12B, Kavi Bharati Sarani, Ward 87, Borough VIII, Lake Market Area, Kolkata","North Indian, Rajasthani",₹200,9:30am – 9pm (Mon-Sun)
Maa Annapurna Rannaghar,Cuisines:,NEW,"31, Ashutosh Colony, Haltu, Kalikapur, Kolkata","North Indian, Rajasthani",₹200,10am – 11pm (Mon-Sun)
Janta Sweet Mart,Cuisines:,-,"53, Kabithirtha Sarani, Kidderpore, Kolkata","Chinese, North Indian",₹300,8am – 10pm (Mon-Sun)
The Tea Room,Cuisines:,NEW,"14, B.T.M Sarani, Brabourne Road, Dalhousie BBD Bagh, Kolkata","Chinese, North Indian",₹600,"9am – 9pm (Mon-Sat),Closed (Sun)"
Baking_Art,4 votes,3.1,Delivery Only,Chinese,₹300,10am – 9:30pm (Mon-Sun)
Chaplin,9 votes,3.2,"86/1, Ward 130, Brahma Samaj Road, Behala, Kolkata",Chinese,₹300,11am – 11pm (Mon-Sun)
Sketch The Cafe,Cuisines:,-,"58, Canal Circular Road, Kadapara, Phool Bagan,  Apollo Gleneagles Hospital, Kankurgachi, Kolkata","North Indian, Chinese, Italian, Mexican",₹400,"6am – 7pm, 12midnight – 5:30am (Mon-Sun)"
Das Food Corner,4 votes,3.1,Delivery Only,"North Indian, Chinese, Italian, Mexican",₹150,"8am – 11:55pm (Mon, Wed, Thu, Fri, Sat), 8am –..."
Momoman,Cuisines:,-,"530A Jodhpur Park, Kolkata","North Indian, Chinese, Bengali",₹400,11am – 11pm (Mon-Sun)
City Of Spice,6 votes,3.1,"3, Lake Colony, Keyatala Road, Gariahat, Kolkata","North Indian, Chinese, Bengali",₹300,12noon – 11pm (Mon-Sun)
Chapter 2,Cuisines:,,"P-377 Hemanta Mukhopadhya Sarani, Southern Avenue, Kolkata",Bakery,"₹1,500",
Kloud Kitchen,Cuisines:,NEW,"Block EC 229, North Twenty Four Parganas, Sector 1, Salt Lake, Kolkata",Bakery,₹500,11am – 11pm (Mon-Sun)
The Cake Tower,Cuisines:,-,"37, Diamond Towers Apartments, Diamond Harbor Road, Kidderpore, Kolkata","Cafe, Seafood, Continental",₹250,10am – 7pm (Mon-Sun)
Crazy For Food,Cuisines:,-,"29A/H/21, Palm Avenue, Ballygunge, Kolkata","Cafe, Seafood, Continental",₹300,"9am – 10am, 8pm – 11pm (Mon-Sun)"
Petuk Ganesh,13 votes,3.2,"11/1, AG Ground Floor, Sneha Prova, Fern Road, Near Jagadbandhu Institution, Gariahat, Kolkata",Cafe,₹300,12noon – 12midnight (Mon-Sun)
Maharaja Lassi Shop,Cuisines:,-,"195A, Sarat Bose Road, Desapriya Park, Kolkata",Cafe,₹300,10am – 10pm (Mon-Sun)
Shimla Biryani,Cuisines:,-,"72, Vivekananda Road, Hatibagan, Kolkata","South Indian, North Indian, Chinese, Fast Food, Beverages",₹150,12noon – 11pm (Mon-Sun)
Big Fat Shawarma,77 votes,2.8,"P 656, O Block, New Alipore, Kolkata","South Indian, North Indian, Chinese, Fast Food, Beverages",₹250,11am – 10:30pm (Mon-Sun)
Dough Knots,37 votes,3.0,"204/A, Roy Bahadur Road, Ekanna Pally, Behala, Kolkata","Street Food, Mithai",₹250,8am – 9:30pm (Mon-Sun)
Archie's Della Pizza,Cuisines:,-,"G 6, C.F.B. Shilpangan, LB-1, Sector 3, Salt Lake, Kolkata","Street Food, Mithai",₹300,11am – 10pm (Mon-Sun)
Chinese Mini Hut,Cuisines:,-,"1/1, Poddar Nagar, Beside South City Mall, Prince Anwar Shah Road, Kolkata",Chinese,₹400,11:30am – 12midnight (Mon-Sun)
Rima's Kitchen,Cuisines:,-,"3C, Parnasree High 35/2, Sarat Chatterjee Road, Parnasree, Behala, Kolkata",Chinese,₹300,12:30pm – 7:30pm (Mon-Sun)
Wahid's Biryani,Cuisines:,-,"Sreebhumi, Dakshindari, Ultadanga, Kolkata",Biryani,₹300,10am – 11pm (Mon-Sun)
The Favourite,Cuisines:,-,"2, Pran Krishna Chandra Lane, Beside Bhattikhana Bazar, New Alipore, Kolkata",Biryani,₹300,"7am – 1pm, 5pm – 3am (Mon-Sun)"
Gouri Shankar Sudh Marwari Bhojnalay,Cuisines:,-,"243, Rabindra Sarani, Near Matri Mangal Hospital, Bara Bazar, Kolkata","Chinese, Fast Food",₹200,"11am – 9pm (Mon-Sat),12noon – 5pm (Sun)"
Ram Rasoi,11 votes,3.0,"228, Matri Mangal Pratisthan, Rabindra Sarani, Jorasanko, Bara Bazar, Kolkata","Chinese, Fast Food",₹300,9am – 9pm (Mon-Sun)
Heaven & Dew Inn,17 votes,3.2,"403, Parnasree Pally, Behala, Kolkata","Street Food, South Indian, Beverages",₹300,11:30am – 11pm (Mon-Sun)
Cafe Cabana,Cuisines:,-,"4, East Topsia Road, Topsia, Kolkata","Street Food, South Indian, Beverages",₹250,11am – 11pm (Mon-Sun)
New Haji Biriyani,Cuisines:,-,"5/90, Bijoygarh, Near Pallysree More, Jadavpur, Kolkata",Chinese,₹300,11:30am – 12midnight (Mon-Sun)
Rasoi Ghar,5 votes,3.1,Delivery Only,Chinese,₹400,8am – 10:30pm (Mon-Sun)
Varsha's Desserts,Cuisines:,-,"New Alipore, Kolkata","North Indian, Seafood",₹150,12noon – 6pm (Mon-Sun)
Mughal Darbar,9 votes,3.2,"101, M.G. Road, College Street, Kolkata","North Indian, Seafood",₹200,12noon – 11pm (Mon-Sun)
Zaika Bar and Restaurant,268 votes,2.5,"43/1/1, Bholanath Nandy Lane, Belepole, Kona Exp Way, Howrah, Kolkata",Street Food,₹800,11am – 10:30pm (Mon-Sun)
Bake club,Cuisines:,-,"216, Santoshpur Avenue, Santoshpur, Kolkata",Street Food,₹300,10am – 10pm (Mon-Sun)
Black Brick,Cuisines:,-,"Belgachia Road, Tara Shankar Sarani, Paikpara, Duttabagan, Shyam Bazar, Kolkata",South Indian,₹200,8am – 12midnight (Mon-Sun)
Haji Sahi Biryani,Cuisines:,,"144, Vivekanada Road, Maniktala, Kolkata",South Indian,₹250,
Shantanu Fast Food Centre,Cuisines:,,"180, Roy Bahadur Road, Behala, Kolkata",Chinese,₹150,
Yummy Tummy,Cuisines:,-,"9, Peary Mohan Roy Road, Alipore, Kolkata",Chinese,₹300,11am – 11pm (Mon-Sun)
Pinky's Kitchen,Cuisines:,-,"33A, Prince Gulam Hossain Shah Road, 10 Bikramgarh, Jadavpur, Kolkata","Continental, American, Desserts",₹300,11am – 11pm (Mon-Sun)
Biryani In Bowl,Cuisines:,-,"74/B/147, 8/106, Jadavpur Central Road, Bejoy Garh, Tollygunge, Kolkata","Continental, American, Desserts",₹400,11am – 2am (Mon-Sun)
Foodiezz,Cuisines:,-,Delivery Only,"Biryani, North Indian",₹300,11am – 11pm (Mon-Sun)
Tiffin Tyme,Cuisines:,-,"132, Beliaghata Road, Kolkata","Biryani, North Indian",₹400,10am – 5pm (Mon-Sun)
Sahana Kitchen,Cuisines:,-,"9, Gulam Jilani Khan Road, Topsia, Kolkata",Chinese,₹250,11am – 11pm (Mon-Sun)
Kolkata Chilli,Cuisines:,-,"153, Naskarhat Road, Naskarhat Dakshin Para, Kasba, Kolkata",Chinese,₹300,11am – 11pm (Mon-Sun)
Salad,Cuisines:,-,"287, Canal South Road, Chingrighata, Sector 3, Salt Lake, Kolkata","Fast Food, Beverages",₹300,11am – 12midnight (Mon-Sun)
Meet And Eat,Cuisines:,-,"148/1, Netaji Subhas Chandra Bose Road, Tollygunge, Kolkata","Fast Food, Beverages",₹300,12noon – 12midnight (Mon-Sun)
Manisha Tasty Trails,Cuisines:,-,"2/220, Rukmi Paulchaudhur, Sree Colony, Netaji Nagar, Naktala, Kolkata",Fast Food,₹300,12noon – 10:30pm (Mon-Sun)
Wajib Khansaman,Cuisines:,-,"Shop 13, Mahanirban Road, Behind Tridhara Sammilani Club, Gariahat, Kolkata",Fast Food,₹200,1:30pm – 10:30pm (Mon-Sun)
Bose Brothers,Cuisines:,-,"7, Hindusthan Road, Dover Terrace, Ballygunge, Kolkata","Chinese, Russian, Continental",₹150,"12noon – 9pm (Mon-Sat),Closed (Sun)"
Khaddo Rosshik,Cuisines:,-,"54/1, Kayasatha Para Main Road, PO Haltu, Kasba, Kolkata","Chinese, Russian, Continental",₹400,8am – 8pm (Mon-Sun)
The Kolkata Pantry,Cuisines:,-,"G 6 C.F.B, Shilpangan, LB-1, Sector 3, Salt Lake, Kolkata","Sandwich, Fast Food",₹250,12noon – 10pm (Mon-Sun)
The Relish-Cious,Cuisines:,-,"2/195 D, Bijoygarh Main Road, Tollygunge, Kolkata","Sandwich, Fast Food",₹400,12noon – 11pm (Mon-Sun)
Rice Nation,Cuisines:,-,"62, Ballygunge Gardens, Golpark, Kolkata","Chinese, Fast Food, Beverages",₹400,"12noon – 12midnight (Mon-Fri),12noon – 1am..."
New Royal Biryani,Cuisines:,-,"41A/1B, Karl Marx Sarani, Babu Bazar, Kidderpore, Kolkata","Chinese, Fast Food, Beverages",₹300,12:30pm – 2am (Mon-Sun)
Neiroute Fast Food Center,Cuisines:,-,"85, Jadavgara Ruby Park, Kayastha Para, Main Road, Kalikapur, Kolkata",Chinese,₹350,7:30am – 11pm (Mon-Sun)
Ganguly Food Verities,Cuisines:,-,"1/26, Azadgarh, Tollygunge, Kolkata",Chinese,₹300,8am – 4am (Mon-Sun)
Ice-On-Fire,Cuisines:,-,"64/1, Sri Aurobindo Road, Salkia, Howrah","Bengali, North Indian",₹300,12noon – 10:30pm (Mon-Sun)
Santanu Caterer And Cabin,Cuisines:,-,"60/16, Haripada, Dutta Lane, Tollygunge, Kolkata","Bengali, North Indian",₹250,11am – 11pm (Mon-Sun)
Zippy Plate,Cuisines:,-,"36/a/1, Near Tank 12, Sector 3, Salt Lake, Kolkata",Chinese,₹300,10am – 9pm (Mon-Sun)
Kalewa,Cuisines:,-,"4/5, Azadgarh, Near MGD Birla Girls School, Tollygunge, Kolkata",Chinese,₹150,8:30am – 4pm (Mon-Sun)
Aditya Fast Food,Cuisines:,-,"68, Vivekananda Road, Hatibagan, Kolkata","North Indian, Chinese, Italian",₹150,12noon – 11pm (Mon-Sun)
Snackerz Food Funda,Cuisines:,-,"86, SN Roy Road, Behala, Kolkata","North Indian, Chinese, Italian",₹300,12noon – 10pm (Mon-Sun)
Humdi Sandwich Corner,4 votes,3.0,"564, Arcadia, Diamond Harbour Road, Behala, Kolkata",Biryani,₹100,11am – 11pm (Mon-Sun)
S.C. Das Sweets,Cuisines:,-,"91, Becharam Chatterjee Road, Unique Park, Behala, Kolkata",Biryani,₹150,7am – 10pm (Mon-Sun)
New Chakraborty Brothers,Cuisines:,-,"510, Near Behala Tram Depot, Diamond Harbour Road, Behala, Kolkata","Desserts, Ice Cream",₹200,10am – 10pm (Mon-Sun)
Pue Pue,Cuisines:,-,"1455, Rajdanga Main Road, Ward 107, Boro-12, Kasba, Kolkata","Desserts, Ice Cream",₹250,11am – 12midnight (Mon-Sun)
Hunger Station,6 votes,3.1,"32/1A, Ramkrishna Upanibesh, Jadavpur, Kolkata","Chinese, Fast Food, Bengali",₹300,"24 Hours (Mon-Tue),11am – 11pm (Wed-Sat),11am –..."
Shayan Food Restaurant,Cuisines:,-,"66, DC Dey Road, Muslim Camp, Science City Area, Kolkata","Chinese, Fast Food, Bengali",₹200,11am – 11pm (Mon-Sun)
Little China,Cuisines:,-,"34, Satyen Roy Road, Behala, Kolkata","North Indian, Chinese",₹400,5pm – 10pm (Mon-Sun)
Sibaji Fast Food,Cuisines:,-,"B17/2, Bapuji Nagar, Jadavpur, Kolkata","North Indian, Chinese",₹100,5pm – 11pm (Mon-Sun)
Padha Likha Dabawala,Cuisines:,-,"30, Bidhan Sarani, Vivekananda Road, Maniktala, Kolkata","Fast Food, Mexican, Chinese",₹200,7am – 10pm (Mon-Sun)
Chutney Cherry,Cuisines:,-,"11/63, Balai Mistry Lean, B Garden, Bali, Shibpur, Howrah","Fast Food, Mexican, Chinese",₹200,12noon – 9pm (Mon-Sun)
Janakpuri Nasta,Cuisines:,-,"16/A, Mahendra Goswami ln, Hedua, Maniktala, Kolkata","Chinese, Fast Food, Rolls",₹200,8am – 11pm (Mon-Sun)
Veg Kitchen,Cuisines:,-,"72/1, Ram Bagan, Bara Bazar, Kolkata","Chinese, Fast Food, Rolls",₹300,11am – 11pm (Mon-Sun)
Kolkata Food Plaza,Cuisines:,-,"Platform 1, Kolkata Terminal Railway Station, Belgachia, Hatibagan, Kolkata","South Indian, Street Food",₹400,8am – 4am (Mon-Sun)
Lassi Vassi,Cuisines:,,"200, Rashbehari Avenue, Lake Market Area, Kolkata","South Indian, Street Food",₹100,
Singhji's Food Hub,6 votes,3.1,"69, Safuipara Baidyapara, Near Kalikapur, Kolkata",Cafe,₹400,"12noon – 3pm, 5pm – 11pm (Mon-Sun)"
Food Safari,Cuisines:,-,"68, Adhar Chandra Das Lane, Telengabagan, Ultadanga, Kolkata",Cafe,₹400,9am – 10pm (Mon-Sun)
Niladrika Food Corner,Cuisines:,-,"1079/A1, Nowbhanga, Sector 4, Salt Lake, Kolkata","North Indian, Street Food",₹200,4pm – 11pm (Mon-Sun)
Bengal Food Factory,Cuisines:,-,"36A, Bidhannagar Road,  Kankurgachi, Kolkata","North Indian, Street Food",₹400,11am – 10pm (Mon-Sun)
K Roy Kitchen,7 votes,2.9,"7, Sonar Gourganga Temple Street, Shobha Bazar, Kolkata",Bengali,₹200,11am – 11pm (Mon-Sun)
Foodies Nest,Cuisines:,-,"140/A, Sahapur Colony, New Alipore, Kolkata",Bengali,₹350,10am – 10pm (Mon-Sun)
Muk Bang,Cuisines:,-,"32/5, 33 Diamond Harbour Road, Behala, Kolkata","North Indian, Mughlai, Chinese",₹200,"9am – 2pm, 5pm – 11pm (Mon-Sun)"
Aagomoni,Cuisines:,-,"151A, Jodhpur Gardens, Ward 93, Jodhpur Park, Kolkata","North Indian, Mughlai, Chinese",₹250,"8am – 10pm (Mon-Sat),Closed (Sun)"
Kolkata Cuisine,4 votes,3.1,"403, Kalikapur Main Road, Kalikapur, Kolkata","Bengali, Biryani, Fast Food",₹600,11am – 11pm (Mon-Sun)
Lokenath Hotel,Cuisines:,-,"5F/1, Bankim Mukherjee Sarani, Durgapur Colony, New Alipore, Kolkata","Bengali, Biryani, Fast Food",₹300,11am – 11pm (Mon-Sun)
Eureka Snacks,Cuisines:,-,"20A, Mohesh Chandra Dutta Lane, Chetla, New Alipore, Kolkata","North Indian, Chinese, Mughlai",₹400,"11am – 2pm, 5pm – 10:30pm (Mon-Sun)"
J's Homestyle Kitchen,19 votes,3.3,"327, FD Block, Sector 3, Salt Lake, Kolkata","North Indian, Chinese, Mughlai",₹300,"7am – 10:30am, 12noon – 10pm (Mon-Sun)"
Anyeshas Food Variety,Cuisines:,-,"450, Sukanto Pally, Majlish Ara Road, Behala, Kolkata","North Indian, Chinese, Bengali",₹300,11:30am – 11pm (Mon-Sun)
Sharma Kitchen,Cuisines:,-,"66/1 C, Belgachia Road, Paikpara, Kolkata","North Indian, Chinese, Bengali",₹150,11am – 11pm (Mon-Sun)
R.R. Restaurant,Cuisines:,-,"Andul Road, Andul Mauri, Duillya, GT Road, Howrah","Lebanese, Middle Eastern",₹550,12noon – 12midnight (Mon-Sun)
Kathi Junction,Cuisines:,,"Burabazar Main Road, Chandannagar, Bara Bazar, Kolkata","Lebanese, Middle Eastern",₹500,
Kwality Wall's,Cuisines:,-,"59, Tripura Enclave, Circular Road, Ballygunge, Kolkata",Fast Food,₹150,11am – 10pm (Mon-Sun)
Pick Your Plate,Cuisines:,-,"179, Picnic Garden, Kolkata",Fast Food,₹300,4pm – 12:30am (Mon-Sun)
Madams Kitchen,Cuisines:,-,"161, Mahatma Gandhi Road, Central Avenue, Bara Bazar, Kolkata","Chinese, Rolls",₹300,11am – 12midnight (Mon-Sun)
Sitara Dhaba,Cuisines:,-,"134, Dum Dum Road, Bagjola, Ghoshpara, Dum Dum, Kolkata","Chinese, Rolls",₹450,11am – 11pm (Mon-Sun)
Njoy Cafe,Cuisines:,-,"59/C/H/30, Shambhu Babu Lane, Kidderpore, Kolkata","Chinese, North Indian",₹200,11am – 11pm (Mon-Sun)
Shayan Food Restaurant,Cuisines:,-,"11, Topsia, Kolkata","Chinese, North Indian",₹200,12noon – 11pm (Mon-Sun)
M Baked,Cuisines:,-,"Akshay Kanon, Garden Reach, Kidderpore, Kolkata","Street Food, North Indian, Mishti",₹200,9am – 9pm (Mon-Sun)
The Kitchen,Cuisines:,-,"5/9 Purbachal Link Road, Haltu, Kalikapur, Kolkata","Street Food, North Indian, Mishti",₹300,7am – 11pm (Mon-Sun)
Bombay Kulfi,Cuisines:,NEW,"104, Lake Mall, Rash Behari Avenue, Lake Market Area, Kolkata","Chinese, Bengali",₹250,10am – 10pm (Mon-Sun)
The Kitchen Journey,Cuisines:,-,"P-56, Ward 116, Senhati Colony, Behala, Kolkata","Chinese, Bengali",₹350,8am – 10pm (Mon-Sun)
Chatpata,Cuisines:,-,"41, Shivtalla Street, Near Kalakar Street Post Office, Bara Bazar, Kolkata","Chinese, North Indian, Rolls, Seafood",₹150,11am – 9pm (Mon-Sun)
Narayan Mistanna bhandar,Cuisines:,-,"84/A, Swinhoe lane, Ballygunge, Kolkata","Chinese, North Indian, Rolls, Seafood",₹100,7am – 10pm (Mon-Sun)
Keshari Snack,Cuisines:,,"14/21/3, Sanatan Mistri Lane, Salkia, Howrah","North Indian, Chinese, Rolls",₹100,
Royal Biryani,Cuisines:,-,"79, Charu Chandra Sinha Lane, Shibpur, Howrah","North Indian, Chinese, Rolls",₹200,12noon – 12midnight (Mon-Sun)
Friend Caterer,Cuisines:,-,"12/2, Opposite Shani Mandir, CN Rao Road, Picnic Garden, Kolkata","Bakery, Desserts",₹200,10am – 10:30pm (Mon-Sun)
Bowl Na!,Cuisines:,-,"OYO Flagship 19330, Hotel Arla, Terrace, 161, Mahatma Gandhi Road, Thakur Pukur, Kolkata","Bakery, Desserts",₹200,12noon – 11pm (Mon-Sun)
Yammy Restaurant & Caterer,Cuisines:,-,"54, Topsia, Kolkata",Mishti,₹200,11am – 11pm (Mon-Sun)
Street Food Ka Super Hero,Cuisines:,-,"95, Ground Floor, Rash Behari Avenue, Priya Cinema, Deshapriya Park, Kolkata",Mishti,₹200,10am – 10pm (Mon-Sun)
10 Santa Street,Cuisines:,NEW,"78/2, Kolkata Municipal Corporation, Beliaghata, Kolkata","Chinese, Mughlai",₹400,12noon – 11pm (Mon-Sun)
Rasoi Moon,Cuisines:,-,"39, Belilious Road, Howrah Maidan Area, Near Howrah Station Area, Howrah","Chinese, Mughlai",₹200,12noon – 10:30pm (Mon-Sun)
Sangam Dhaba With Special Biryani,Cuisines:,-,"2 Tiljala Road, Picnic Garden, Kolkata","South Indian, Continental, Fast Food, North Indian, Chinese",₹550,1pm – 4am (Mon-Sun)
Teresa's Kitchen,Cuisines:,-,"30, C.N Roy Road, Picnic Garden, Kolkata","South Indian, Continental, Fast Food, North Indian, Chinese",₹300,11am – 11pm (Mon-Sun)
Mohamaia Restaurant,Cuisines:,-,"Uluberia, Kona Exp Way, Howrah, Kolkata","Fast Food, Italian, Mexican",₹400,11am – 10pm (Mon-Sun)
The Real Flavours,Cuisines:,,"2nd Floor, 7 Hat Lane, Mallick Fatak, Near Jail Gate, Howrah Maidan Area, Howrah","Fast Food, Italian, Mexican",₹250,
Friends Food Corner,Cuisines:,-,"12/2, C N Roy Road, Tiljala, Dilip Mart, Picnic Garden, Kolkata","Tibetan, Momos, Fast Food",₹150,11am – 11pm (Mon-Sun)
Durbar,Cuisines:,-,"BA- 196, Sector 1, Salt Lake, Kolkata","Tibetan, Momos, Fast Food",₹400,11am – 11pm (Mon-Sun)
Bumbai Wala,68 votes,3.6,"58, Rajdanga Chakraborty Para, Kasba, Kolkata",Mishti,₹250,10am – 2am (Mon-Sun)
Chilli  Cottage,5 votes,3.0,"10/1, Beliaghata Main Road Beliaghata, Kolkata",Mishti,₹300,1pm – 10:30pm (Mon-Sun)
Maggie Huts,23 votes,3.1,"98/2, SA Road, Near Sadhna Post Office, Lake Town, Kolkata","Bakery, Desserts",₹200,11am – 11pm (Mon-Sun)
Royal Jade Chinese Restaurant,467 votes,3.7,"1282, Rajdanga Main Road, Shantipally Area, Kasba, Kolkata","Bakery, Desserts",₹550,"12noon – 4pm, 6pm – 10:30pm (Mon-Sun)"
Taj Restaurant And Caterer,67 votes,2.7,"147, Keshab Chandra Sen Street, Near United Bank Of India, Sealdah Area, Kolkata",North Indian,₹350,7am – 11pm (Mon-Sun)
Calcutta  4,33 votes,3.2,"76 A, Bhupendra Bose Ave, Shyam Bazar, Kolkata",North Indian,₹200,10am – 11pm (Mon-Sun)
Maharaja Dhaba,12 votes,3.4,"52, Prince Golam, Mohammad Shah Road, Jodhpur Park, Kolkata",North Indian,₹200,11am – 11pm (Mon-Sun)
Agarwals Food Delivery,39 votes,3.3,"48/4, Sultan Alam Road, Lake Gardens, Kolkata",North Indian,₹400,"12noon – 3pm, 7pm – 10pm (Mon-Sun)"
Anshuprio Foodie Club,132 votes,3.6,"25, Kona Expy, Baruipara, Baksara, Kona Exp Way, Howrah",North Indian,₹250,12:30pm – 11pm (Mon-Sun)
C.Hot Pot,22 votes,3.4,"1/1D, Nayaratna Lane, Near Dream Land Nursing Home, Shyam Bazar, Hatibagan, Kolkata",North Indian,₹150,11am – 11pm (Mon-Sun)
New Splash,10 votes,3.3,"61, Jatindra Mohan Avenue, Ward 09, Shobha Bazar, Kolkata","North Indian, Chinese, Continental, Mughlai, Beverages",₹150,9am – 10pm (Mon-Sun)
Abar Khabo,Cuisines:,-,"3, Dr. Kartick Bose Street, Sealdah Area, Kolkata","North Indian, Chinese, Continental, Mughlai, Beverages",₹200,12noon – 9pm (Mon-Sun)
Nisha's Bakery,26 votes,3.3,"654, Rabindra Sarani, Baghbazar, Shyam Bazar, Kolkata","North Indian, Chinese",₹200,10am – 8pm (Mon-Sun)
Mughal Arsalan Biryani,75 votes,3.4,"112B, MG Road, Bara Bazar, Kolkata","North Indian, Chinese",₹300,11am – 11pm (Mon-Sun)
Food Junction,358 votes,3.2,"27, Gopal Chand Mukherjee Lane, Near Howrah Siksha Sadan, Howrah Station Area, Howrah",Beverages,₹400,8:30am – 11pm (Mon-Sun)
Fresh & Fast,9 votes,3.0,"129A, Santoshpur Avenue, Adipally Santoshpur, Rani Rashmoni Bagan, Santoshpur, Kolkata",Beverages,₹200,8am – 9pm (Mon-Sun)
Shib Namkin & Sweets,24 votes,3.4,"1D, Natore Park, 5Th Road, Picnic Garden, Kolkata",Chinese,₹100,8am – 9pm (Mon-Sun)
Modern Food Center,7 votes,3.2,"1/47, Arabinda Nagar, Tollygunge, Kolkata",Chinese,₹250,12noon – 1am (Mon-Sun)
Cafe Long Drive,Cuisines:,,"CD 37, CD Block, Sector 1, Bidhannagar, Sector 1, Salt Lake, Kolkata",Fast Food,₹600,
Fry Pan,Cuisines:,-,"Shop 129, BD Market, Sector 1, Salt Lake, Kolkata",Fast Food,₹400,12noon – 11pm (Mon-Sun)
Amantran Restaurant,Cuisines:,-,"DD 36, Sector 1, Salt Lake",Biryani,₹200,11am – 10pm (Mon-Sun)
Cafe Kolkata,Cuisines:,-,"449, Purbalok, Near Metro Cash & Carry, Kalikapur, Kolkata",Biryani,₹150,1pm – 10pm (Mon-Sun)
Ringmo Restaurant,Cuisines:,-,"2, Nandaram Sen Street, Shobha Bazar, Kolkata",Mishti,₹350,4pm – 10pm (Mon-Sun)
Gharana- The Veg House,Cuisines:,-,"37, Circular Road, Tollygunge, Kolkata",Mishti,₹250,8am – 1am (Mon-Sun)
Bengal Biryani,Cuisines:,-,"40F, Nimtala Ghat Street, Kolkata Municipal Corporation, Southern Avenue, Kolkata",Mishti,₹400,8am – 11:30pm (Mon-Sun)
Dosa.com,Cuisines:,-,"23/26, Jyotish Roy Road, New Alipore, Kolkata",Mishti,₹300,11am – 9pm (Mon-Sun)
Bahar Alishan Biryani,4 votes,2.9,"Uluberia Station Road, South Uluberia, Kona Exp Way, Howrah, Kolkata","Desserts, Beverages",₹200,12noon – 11:30pm (Mon-Sun)
